OBJECTID,DamID,Fault length (km),DIST DAM TO FAULT [m],EQ PREF MCE MW,FW or HW,ASSCM Classification,GMM code (1=craton; 2=ext),A12_med,AB06_med,D15_med,ESHM_med,NGAE_med,S09yc_med,S09nc_med,A12_std,AB06_std,D15_std,ESHM_std,NGAE_std,S09yc_std,S09nc_std,A12_wt,AB06_wt,D15_wt,ESHM_wt,NGAE_wt,S09yc_wt,S09nc_wt
285,50,20,70391.9,6.8,HW,B,1,-2.915346700330938,-3.3462400330326574,-3.101461783622845,-2.3228815407961965,-2.1999703287517143,-2.2177452497777588,-2.7276022408095577,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
286,50,3,86101.9,5.8,HW,C,1,-4.339359396084521,-4.42411338019246,-4.293673694455876,-3.53097415404079,-3.5063561291948417,-3.661383781422278,-3.9924951380834037,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7880556916938746,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
353,64,93,19144.5,7.5,HW,B,1,-0.6664721711645896,-0.9654713443720774,-1.6301588636575128,-0.5953147352965049,-0.1794598918360625,0.08040772799392804,-1.0449835321079384,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
354,64,64,34505.8,7.3,HW,B,1,-1.5304320077627036,-1.904840362860254,-2.1351583387620625,-1.2291295184398012,-0.9055618757546617,-0.7674007209123762,-1.6323082639464515,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
355,64,111,46639.7,7.6,HW,B,1,-1.7447544209772725,-2.13489832584946,-2.21917361522216,-1.3073199463275447,-1.044028866615755,-0.7378109448208189,-1.6855540297113478,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
356,64,30,46738.0,7.0,HW,B,1,-2.159097958771435,-2.564165739594285,-2.5665709484784403,-1.728628166699789,-1.531988549684867,-1.4701009545368962,-2.1400512776046874,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
357,64,57,50866.9,7.3,HW,D,1,-2.047773726529971,-2.460091111797213,-2.451485100960935,-1.601740459319552,-1.3946596965481934,-1.2259735039853616,-1.9847334488165527,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
358,64,24,71348.9,6.8,HW,B,1,-2.934696714337033,-3.3476291660406474,-3.115252645372251,-2.338293842207581,-2.2116712184952876,-2.2363436216088064,-2.7424674276757357,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
359,64,34,75055.5,7.0,HW,D,1,-2.8198314903623527,-3.17623594085802,-3.0128650332814035,-2.2358427514927017,-2.0525973092359737,-2.079907596050318,-2.6189787195116203,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
360,64,47,77519.4,7.2,HW,CD,1,-2.654912116781142,-3.0144523287234533,-2.9023987018427504,-2.10974992893764,-1.8956323319543038,-1.8804026158336047,-2.4815844204536446,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
361,64,38,85226.3,7.1,HW,C,1,-2.7663677434148184,-3.106892637590083,-3.0689874489985476,-2.294942869280049,-2.0760152709864803,-2.1359794754097874,-2.6736487850086776,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
362,64,10,94618.2,6.4,HW,B,1,-3.543106542576678,-3.7691931496825624,-3.777953226222898,-3.0093793248444887,-2.9160410352900756,-3.0651931632975464,-3.470334393878464,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7361330183314546,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
363,64,38,95131.1,7.1,HW,OTHER,1,-2.7906943663074344,-3.1212699464903397,-3.184957470448166,-2.418027016324387,-2.1795945080181656,-2.2942122805696616,-2.8031901510880446,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
483,81,19,26949.0,6.7,HW,,1,-1.6304514761283484,-1.9846398072024665,-2.3019205126690827,-1.3488251487226168,-1.0687202519546637,-1.099376690003659,-1.8688746868071506,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
484,81,15.58,51175.5,6.6,HW,,1,-2.6496270363230865,-3.045421195216324,-2.945729576460096,-2.110840081166501,-2.045882685791045,-1.9969724199912675,-2.5749455542197333,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
485,81,38,70345.0,7.1,HW,,1,-2.6429122529163256,-3.085291691893311,-2.8765305666381358,-2.0855950581085922,-1.9026445455879162,-1.8737280241744187,-2.46260914690911,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
486,81,37,87773.8,7.1,FW,,1,-2.7728845095471644,-3.1105904603046657,-3.0996192499531263,-2.32767604610826,-2.103651124186323,-2.177757731056283,-2.7076902870162214,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
729,104,19,25304.3,6.7,HW,,1,-1.540917547300865,-1.8904741219629735,-2.251125958776331,-1.283734031986727,-0.9952388765094726,-1.0263402950766296,-1.8137943375721077,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
730,104,15.58,46578.0,6.6,HW,,1,-2.511861665217455,-2.9001751317180737,-2.8558856112366,-2.0043677875958106,-1.9040375758324348,-1.8721020551723941,-2.4771362787181466,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
731,104,38,69456.3,7.1,HW,,1,-2.625372624086935,-3.0730942169015156,-2.864186881942987,-2.0719495061390605,-1.8894134082869658,-1.8569198210828386,-2.4492383623790306,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
732,104,37,91774.2,7.1,HW,,1,-2.782745661011925,-3.1163972394950172,-3.1465697608641254,-2.377537213057489,-2.1458355160959037,-2.24181572959184,-2.760110609772046,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
734,107,55,4013.5,7.3,HW,,1,0.8075858443769943,0.4544399463459546,-1.0700566561060736,0.32515738006725525,0.49826291247225846,0.9301101765110286,-0.39477585020102796,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
735,107,33,4767.5,7.0,HW,,1,0.6252901184724182,0.22938825767128362,-1.2106579712517807,0.17538984002039185,0.39049211519710497,0.6118511281395347,-0.5954857673262932,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
736,107,53,12196.2,7.2,HW,,1,-0.25106790373910776,-0.5009217800394665,-1.4857036108118777,-0.3664904552702063,0.03418013141591953,0.17386282267627307,-0.9241467602102661,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
737,107,54,13820.3,7.3,HW,,1,-0.3560084715994317,-0.6216912846293892,-1.513724220837433,-0.4238285231760571,-0.014531698396116307,0.16419344666473334,-0.9441473469644085,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
738,107,10,14056.3,6.4,HW,,1,-0.9541820228303012,-1.2418691358704885,-2.015163982034176,-0.8389564193683356,-0.5138232306180385,-0.6150642075988922,-1.566380865305765,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7361330183314546,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
739,107,43,17714.8,7.1,HW,,1,-0.7724337256307343,-1.0867438417766246,-1.7566344503695972,-0.7287300938844171,-0.3112800734854315,-0.2711456555024896,-1.2398979117630686,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
740,107,15,18201.3,6.6,HW,,1,-1.155772907010993,-1.4757478082044606,-2.064261431460427,-1.0019564106615673,-0.6501627053198419,-0.7415873129513424,-1.61575186494662,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
741,107,79,27412.8,7.4,HW,,1,-1.1700931578307523,-1.5175748034752221,-1.9138276855851823,-0.9579329057000177,-0.5889551191874296,-0.39823614324019874,-1.3742953274046803,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
742,107,24,31481.4,6.8,HW,,1,-1.7681380966576923,-2.1368204158888187,-2.362126977334514,-1.4502690761984167,-1.187529635951663,-1.1906694142051926,-1.928285343406904,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
743,107,17,32029.5,6.7,HW,,1,-1.877187984583704,-2.2437322885375495,-2.4455175662866693,-1.5298606741569403,-1.2898314943073639,-1.3047536484249478,-2.024754080863945,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
744,107,54,39790.7,7.3,HW,,1,-1.7198004081479936,-2.107680463349218,-2.247667088209781,-1.3639098915544303,-1.0998678305452492,-0.9314068309073992,-1.7572023071522893,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
745,107,14,51590.1,6.6,HW,,1,-2.6614434343509528,-3.057901223198437,-2.9535272381368802,-2.120020383912116,-2.0537507218841378,-2.007408685164959,-2.5830521635753,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
746,107,42,52749.8,7.1,HW,,1,-2.2463402172194544,-2.6639673955343763,-2.6079341158534937,-1.782657109722279,-1.6001034734631878,-1.5081496568141768,-2.1759291802602965,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
747,107,93,60354.8,7.5,HW,,1,-2.139001948953203,-2.5641987133603306,-2.4847523533589833,-1.6209444041662744,-1.3885182626895785,-1.17209460223927,-1.9897334751461249,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
748,107,54,61739.6,7.3,HW,,1,-2.3074824537925798,-2.7411731831236272,-2.6220747246143237,-1.7947947260760133,-1.5870169253445983,-1.459830166303512,-2.165938903629063,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
749,107,47,62577.8,7.2,HW,,1,-2.4014969806186315,-2.8376162690027535,-2.6979447054746184,-1.8847086071603736,-1.6892512282240058,-1.6010331072091457,-2.2596454304865805,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
750,107,38,70433.5,7.1,HW,,1,-2.644646863450105,-3.085420154036683,-2.8777538488990464,-2.086945916768799,-1.9036731164718743,-1.8753938138896284,-2.4639352813239954,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
751,107,172,83862.4,7.8,HW,,1,-2.221741020727876,-2.596059974943254,-2.6186836971458898,-1.698183539857394,-1.4407631025048797,-1.1523595479507622,-2.0890289987746424,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
752,107,111,84407.8,7.6,HW,,1,-2.3559741972829005,-2.7279713740505125,-2.7332458264168507,-1.8700416621441425,-1.6069149388107284,-1.455477766948753,-2.247992782661124,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
753,107,13,84886.9,6.5,HW,,1,-3.399196997557198,-3.6538407795887404,-3.5587213610596358,-2.7883226924546842,-2.69206076616499,-2.7992026229609372,-3.231303150506904,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
754,107,23,88535.4,6.8,HW,,1,-3.071896582935284,-3.3725762239735952,-3.343584263596713,-2.5889845818623662,-2.418875164767613,-2.54461110895615,-2.991939080769957,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
755,107,24,92317.6,6.8,HW,,1,-3.0809942789016054,-3.3780662750319257,-3.389710030152984,-2.6386047626823546,-2.4595381168744073,-2.6069736660284826,-3.0431178401133563,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
779,113,43,115.8,7.1,HW,,1,1.1820766744517102,1.4037026714019745,-1.0373500167779188,0.5060644443811531,0.7025402885716019,0.9638272636792131,-0.34319414758881117,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
780,113,53,6334.4,7.2,HW,,1,0.44853905221540946,0.10235136854288976,-1.2077106433788785,0.08779282424503002,0.3534962100588767,0.642419376731012,-0.5870473107975778,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
781,113,15,7782.9,6.6,HW,,1,-0.036190535263659764,-0.36883761115557134,-1.5607607803911152,-0.24249618827464844,0.06419816342480325,0.04005407938998237,-1.0401402911148452,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
782,113,14,15118.7,6.6,HW,,1,-0.8968277973733056,-1.198109455079285,-1.9328848223408062,-0.8194433070867673,-0.4686634405138496,-0.5466800348008845,-1.471168399100804,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
783,113,10,17519.3,6.4,HW,,1,-1.268906692076046,-1.5775528324687405,-2.1729807255720996,-1.061867842562249,-0.7496276447151814,-0.8487938895802812,-1.7402844374776034,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7361330183314546,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
784,113,54,20149.1,7.3,HW,,1,-0.8272604919365173,-1.1472270948682257,-1.7469472544122184,-0.7414179080378098,-0.3390172184506959,-0.193306257214941,-1.204562741870487,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
785,113,93,21715.6,7.5,HW,,1,-0.8231180168790555,-1.1380956012582335,-1.7108691812154717,-0.7002586869729428,-0.29103098721131326,-0.04224494125022449,-1.1345432453894895,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
786,113,33,23459.6,7.0,HW,,1,-1.2098441832645452,-1.5560818931121947,-2.0069920201471816,-1.0409657679400863,-0.6669589570281653,-0.6621831659884192,-1.5250921851778974,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
787,113,47,26763.6,7.2,HW,,1,-1.2558642374208047,-1.609935233296664,-1.9953822951016282,-1.0523503577290005,-0.6946396144594396,-0.598149769535345,-1.4906659450132,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
788,113,17,27469.0,6.7,HW,,1,-1.657674681092199,-2.0132492592216265,-2.3175041152751676,-1.3686792679645134,-1.0931228513640938,-1.1217385526625785,-1.8857747433531946,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
789,113,38,33543.7,7.1,HW,,1,-1.626445552271777,-2.0028141251549254,-2.224784414935896,-1.3280647061272257,-1.0181247497307402,-0.9599625947097002,-1.7535376853328626,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
790,113,54,34573.4,7.3,HW,,1,-1.533026788591145,-1.907618935842277,-2.1366761240341763,-1.2309651056577329,-0.9078232736059751,-0.769618008147089,-1.6339880032049279,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
791,113,55,34651.2,7.3,HW,,1,-1.5360070425356742,-1.9108102817325967,-2.1384201881474967,-1.233073752163798,-0.9104322336644871,-0.7721656822203803,-1.6359183219434486,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
792,113,79,42368.8,7.4,HW,,1,-1.7387186495233116,-2.1292106000005613,-2.2439585805099216,-1.3562584019747326,-1.0863333591458553,-0.8833244310811584,-1.7408954233665819,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
793,113,42,44832.4,7.1,HW,,1,-2.0229546953595374,-2.4249814756225225,-2.465233806832949,-1.6165205114949177,-1.393757232434649,-1.3067900794867122,-2.0196098245727696,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
794,113,54,48259.0,7.3,HW,,1,-1.9773465490300477,-2.3842260915573132,-2.4066918108548405,-1.5501509514572003,-1.3271745436973492,-1.1622357883664614,-1.935330419708376,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
795,113,24,55437.3,6.8,HW,,1,-2.573468677231556,-2.9880102803966566,-2.8660348989265065,-2.0549842948867956,-1.9337299953261948,-1.900485529292209,-2.47721381556499,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
796,113,24,56921.4,6.8,HW,,1,-2.6112498030917415,-3.0282814493099677,-2.8913329094712337,-2.084206850479318,-1.9638651438809474,-1.9345623842586481,-2.503823724362591,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
797,113,111,76847.9,7.6,HW,,1,-2.334621862288908,-2.716997803907243,-2.645215615502267,-1.7773279354097598,-1.526154508383417,-1.3333605048864756,-2.1497638039268225,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
798,113,172,79622.7,7.8,HW,,1,-2.209804900028645,-2.5899058399234236,-2.5713706232839106,-1.6490655816992807,-1.4000141772602805,-1.0862129353046441,-2.035835789154863,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
799,113,13,94332.2,6.5,HW,,1,-3.421742948595334,-3.6675511014282116,-3.6795706699585002,-2.9202092566572273,-2.7992785910924054,-2.961185993608998,-3.3643460100474027,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
813,118,19,6110.9,6.7,HW,,1,0.28464305789748057,-0.1079370810752699,-1.4162759149538693,-0.04499790632062234,0.21320393136720608,0.2656347471605928,-0.8610615687094719,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
814,118,38,19985.6,7.1,HW,,1,-0.9306195287448094,-1.2587575095847805,-1.8381770882413293,-0.8377447851274018,-0.44160708732683174,-0.3933294191117913,-1.3298032260885049,0.841134334470725,0.6907755278982136,0.7932069646807194,0.7280109133797378,0.6199999973351699,0.5512,0.5684,0.24,0.13,0.14,0.1,0.09,0.16,0.14
