FID,earthquake_id,azimuthal_gap,azimuth_horizontal_uncertainty,depth,depth_uncertainty,description,epicentral_time,evaluation_mode,evaluation_status,event_creation_time,event_id,event_modification_time,latitude,longitude,mb,md,ml,ms,mw,mww,mwp,mwmwp,minimum_distance,maximum_distance,nearest_station,origin_id,origin_time,origin_time_uncertainty,phase_count,preferred_magnitude,preferred_magnitude_type,max_horizontal_uncertainty,min_horizontal_uncertainty,source,standard_error,station_count,
earthquakes.fid--30af9d12_18ecbcf32c5_-3f63,488997,0,,0,,Brindabella Mountains; 60 km West of Canberra. Felt throughout Canberra and minor damage at Argalong Station where a window was cracked and concrete block outhouse also cracked.,,,FINL,2008-04-10T11:42:22,ga1998deensa,2009-12-15T10:26:53,-35.372,148.604,,,4.2,,,,,,,,,1299690,1998-02-14T18:23:34,,0,3.8,Mwt,,,,8.2245,0,0
earthquakes.fid--30af9d12_18ecbcf32c5_-3f62,501146,0,,21,,Corryong Vic,,,FINL,2008-04-11T14:09:54,ga1998nxsupr,2009-12-15T10:29:56,-36.367,147.942,,,4.3,,,,,,,,,1451221,1998-07-17T01:22:39,,0,3.9,Mwt,,,,,0,0
earthquakes.fid-4dd07abc_18ee5f6b76d_370e,641234,0,,15.83,,Hawker SA. Nearest station STKA. Felt.,,,FINL,2008-04-08T07:57:49,ga2003wzzztj,2009-12-15T11:12:09,-31.645,138.729,,,4.2,,,,,,,,,2143668,2003-11-22T18:36:02,,0,4.2,MLa,,,,,0,0
earthquakes.fid-4dd07abc_18eeabac239_-130d,689886,55.20082092,46.71519089,5,1.53876531,Jamestown; SA,2024-04-17T16:06:31.571,manual,confirmed,2024-04-17T06:37:20.77,ga2024hoxvwu,2024-04-17T07:29:15.889,-33.14629745,138.6252441,,,4.18523382,,,,,,0.37324738,21.32799721,0.373247385,20240417072839.620536.139085,2024-04-17T06:36:31.571,0.16410236,49,4.09217778,MLa,3.1676445,2.30412483,GA,0.93254731,34,158
earthquakes.fid--247464fd_18eebaafcd1_-22d4,642610,0,,9.7,,S of Warburton Vic. Nearest station MILA.,,,FINL,2008-04-08T15:51:23,ga2007erjays,2009-12-10T15:24:41,-37.9,145.74,,,3.5,,,,,,,,,2145109,2007-03-08T02:34:11,,0,3.5,MLa,,,,,0,0
earthquakes.fid--247464fd_18eebaafcd1_-22e4,648583,60.74,15.28,4,0,South of Wee Jasper; NSW.,,,FINL,2012-04-20T08:25:06,ga2012htoghh,2012-04-20T08:27:06,-35.2309,148.6032,,,3.69,3.52,,,,,,,,590651,2012-04-19T19:09:16,0.01,19,3.69,MLa,0.559,0.3183,AUST,0.8435,12,0
earthquakes.fid--247464fd_18eebaafcd1_-22e2,648854,70.99,6.33,14.3086,0.3425,N of Boorowa; NSW.,,,FINL,2012-06-25T09:36:15,ga2012mghbkx,2012-06-25T11:17:27,-34.1077,148.6444,,,3.74,3.44,,,,,,,,616503,2012-06-22T09:16:03,0.04,18,3.74,MLa,0.5804,0.2831,AUST,0.7322,13,0
earthquakes.fid--247464fd_18eebaafcd1_-22f5,650800,100.74,94.39,0,8.8112,Appin; NSW.,,,FINL,2013-10-26T17:21:04,ga2013ttrxdk,2013-10-26T17:27:07,-34.1717,150.7621,,,3.51,3.14,,,,,,,,831974,2013-10-07T20:15:41,0.66,14,3.51,MLa,6.8926,3.2658,AUST,0.6129,10,0
earthquakes.fid--247464fd_18eebaafcd1_-22e9,652640,109.6,43.02,9.1093,5.7337,Korumburra; Vic.,,,FINL,2014-12-03T09:05:02,ga2014xsffza,2014-12-03T09:06:31,-38.4357,145.8131,,,3.39,3.17,,,,,,,,1090674,2014-12-02T16:34:40,0.79,32,3.39,MLa,5.1097,3.9129,AUST,0.7699,20,0
earthquakes.fid--247464fd_18eebaafcd1_-22ea,652645,99.32,26.32,10,0,Pakenham; Melbourne; Vic.,,,FINL,2014-12-04T07:45:02,ga2014xufynv,2014-12-04T08:03:57,-38.1015,145.4424,,,3.26,3.03,,,,,,,,1091201,2014-12-03T19:05:10,0.57,27,3.26,MLa,6.229,4.9042,AUST,0.7248,20,0
earthquakes.fid--247464fd_18eebaafcd1_-22ed,654549,176.89,121.6,7.1812,6.0947,N of Cooma; NSW.,,,FINL,2016-02-01T10:15:56,ga2016ccpehm,2016-02-01T10:20:10,-35.9102,149.0798,,,3.58,3.24,,,,,,,,1270347,2016-01-30T17:39:14,0.96,31,3.58,MLa,9.7768,4.3809,AUST,0.8964,22,0
earthquakes.fid--247464fd_18eebaafcd1_-22f7,656234,109.03,10.66,10,0,SW of Boolarra; VIC. (Reported felt).,,,FINL,2017-02-01T09:55:06,ga2017ceoxls,2017-02-01T10:10:22,-38.455,146.2254,,,3.45,3.24,,,,,,,,1439666,2017-01-31T19:40:15,0.62,23,3.45,MLa,7.6977,5.5342,AUST,0.821,18,0
earthquakes.fid--2ed73888_18efe2aca3d_-495f,516567,0,,0,,Moe Vic. Felt. This earthquake was felt at Moe and other towns near the epicentre where shaking lasted 3 or 4 seconds and houses shook strongly though there was no damage. It was felt as far as the eastern suburbs of Melbourne.,,,FINL,2008-04-09T12:59:29,ga1999awtyjj,2009-12-15T10:29:57,-38.161,146.374,,,3.5,,,,,,,,,1452470,1999-01-13T09:40:00,,0,3.5,Mwt,,,,,0,0
earthquakes.fid-1d796174_18efed71146_-6904,639684,0,,5,,Tooradin; Vic. Felt by many residents of Melbourne.,,,FINL,2008-04-08T07:54:03,ga2001qlqqpu,2009-12-15T11:12:08,-38.183,145.45,,,3.6,,,,,,,,,1908243,2001-08-21T23:13:03,,0,3.7,Mwt,,,,,0,0
